,index,SALE TYPE,PROP_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT,YR_BUILT,DAYS ON MARKET,PRICE_SQFT,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,ESCHOOL,HSCHOOL,BUS_COUNTS,FnB_COUNTS
70,73,MLS Listing,Multi-Family,8324 Glenwood Rd,Brooklyn,NY,11236.0,799000.0,5.0,2.0,Brooklyn,1820.9035045607297,2200.0,1957.223290965304,46.0,438.79315845061694,0.0,Active,https://www.redfin.com/NY/Brooklyn/8324-Glenwood-Rd-11236/home/40885572,BNYMLS,478961,N,Y,40.638624,-73.911936,2159.28904490797,2394.76428925779,1627.40023794803,18.0,18.0,7.0,2.0
71,74,MLS Listing,Multi-Family,930 E 89th St,Canarsie,NY,11236.0,875000.0,5.0,2.5,Canarsie,1656.0,2183.0,1930.0,134.0,528.3816425120773,0.0,Active,https://www.redfin.com/NY/Brooklyn/930-E-89th-St-11236/home/40886708,OneKey® MLS as Distributed by MLS Grid,3482748,N,Y,40.6390234,-73.9063204,1798.42839287093,2432.18836081091,1225.09402512661,18.0,18.0,6.0,1.0
73,76,MLS Listing,Single Family Residential,8622 Avenue J,Brooklyn,NY,11236.0,775000.0,3.0,1.0,Brooklyn,1620.0,4000.0,1930.0,69.0,478.39506172839504,0.0,Active,https://www.redfin.com/NY/Brooklyn/8622-Avenue-J-11236/home/26837757,BNYMLS,478722,N,Y,40.6369334,-73.9063554,1567.36047643557,2726.98114724085,1511.68771950047,18.0,18.0,5.0,0.0
74,77,MLS Listing,Multi-Family,1262 East 83rd St,Brooklyn,NY,11236.0,799000.0,5.0,3.0,Brooklyn,2058.0,2200.0,1955.0,75.0,388.2410106899903,0.0,Active,https://www.redfin.com/NY/Brooklyn/1262-E-83rd-St-11236/home/40888307,BNYMLS,478624,N,Y,40.6307353,-73.9044748,739.1432689363111,3659.76198631324,2353.45883454813,18.0,18.0,1.0,0.0
75,78,MLS Listing,Multi-Family,719 E 95th St,Brooklyn,NY,11236.0,875000.0,5.0,2.5,Brooklyn,2500.0,3380.0,1950.0,509.0,350.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/719-E-95th-St-11236/home/40890340,BNYMLS,466990,N,Y,40.6511929,-73.911664,1840.9091432259,556.508034920272,1279.46293109295,18.0,18.0,16.0,0.0
76,79,MLS Listing,Multi-Family,691 Remsen Ave,Brooklyn,NY,11236.0,829000.0,1.0,3.0,Brooklyn,1820.9035045607297,2100.0,1957.223290965304,228.0,455.2684960645325,0.0,Active,https://www.redfin.com/NY/Brooklyn/691-Remsen-Ave-11236/home/40775470,BNYMLS,475248,N,Y,40.6504865,-73.9168755,2017.61947574637,820.8257454649911,1610.34399316914,18.0,18.0,14.0,1.0
77,80,MLS Listing,Multi-Family,611 Remsen Ave,Canarsie,NY,11236.0,799000.0,3.0,2.0,Canarsie,1820.9035045607297,2000.0,1945.0,151.0,438.79315845061694,0.0,Active,https://www.redfin.com/NY/Brooklyn/611-Remsen-Ave-11236/home/40774423,OneKey® MLS as Distributed by MLS Grid,3505495,N,Y,40.6519752,-73.9185884,1873.7242887421,813.306494643452,1413.35454831713,18.0,18.0,16.0,1.0
78,81,MLS Listing,Multi-Family,233 E 87th St,Canarsie,NY,11236.0,899000.0,5.0,2.0,Canarsie,1572.0,2650.0,1930.0,125.0,571.882951653944,0.0,Active,https://www.redfin.com/NY/Brooklyn/233-E-87th-St-11236/home/40883208,OneKey® MLS as Distributed by MLS Grid,3510122,N,Y,40.6476396,-73.9176,2441.92069925339,1216.95183103,1759.23509813567,18.0,18.0,11.0,2.0
79,82,MLS Listing,Multi-Family,971 E 95th St,Canarsie,NY,11236.0,975000.0,6.0,3.0,Canarsie,1820.9035045607297,2860.0,1930.0,31.0,535.4484724522547,0.0,Active,https://www.redfin.com/NY/Brooklyn/971-E-95th-St-11236/home/40890494,OneKey® MLS as Distributed by MLS Grid,3526421,N,Y,40.6463704,-73.9062553,1701.94048809771,1432.61045714015,492.15776751991,18.0,18.0,5.0,2.0
82,85,MLS Listing,Multi-Family,8308 Glenwood Rd,Brooklyn,NY,11236.0,980000.0,5.0,3.5,Brooklyn,1330.0,2000.0,1960.0,391.0,736.8421052631579,0.0,Active,https://www.redfin.com/NY/Brooklyn/8308-Glenwood-Rd-11236/home/21473453,BNYMLS,471355,N,Y,40.6384298,-73.9123583,2167.04497952091,2422.66257403667,1680.51754401945,18.0,18.0,7.0,2.0
83,86,MLS Listing,Multi-Family,582 E 82nd St,Brooklyn,NY,11236.0,975000.0,6.0,3.5,Brooklyn,2760.0,2000.0,1965.0,717.0,353.2608695652174,0.0,Active,https://www.redfin.com/NY/Brooklyn/582-E-82nd-St-11236/home/40884341,BNYMLS,459520,N,Y,40.6399526,-73.9160155,2604.2008375196,2235.43807140375,1858.27675285233,18.0,18.0,6.0,2.0
85,88,MLS Listing,Multi-Family,1147 E 89th St,Canarsie,NY,11236.0,1175000.0,7.0,3.0,Canarsie,1820.9035045607297,2670.0,2005.0,154.0,645.2840565450249,0.0,Active,https://www.redfin.com/NY/Brooklyn/1147-E-89th-St-11236/home/40887745,OneKey® MLS as Distributed by MLS Grid,3505108,N,Y,40.6356515,-73.9018458,1098.8544484166,3065.12832131019,1614.11016566516,18.0,18.0,5.0,6.0
86,89,MLS Listing,Multi-Family,1140 Remsen Ave,Brooklyn,NY,11236.0,1299000.0,6.0,3.0,Brooklyn,2400.0,3179.0,1925.0,14.0,541.25,0.0,Active,https://www.redfin.com/NY/Brooklyn/1140-Remsen-Ave-11236/home/40886080,BNYMLS,479537,N,Y,40.6412882,-73.9075297,2138.60995505002,2075.89291915811,1009.68576512457,18.0,18.0,5.0,3.0
87,90,MLS Listing,Multi-Family,544 E 81st St,Canarsie,NY,11236.0,1299000.0,7.0,4.5,Canarsie,1820.9035045607297,2800.0,1965.0,164.0,713.3821186825425,0.0,Active,https://www.redfin.com/NY/Brooklyn/544-E-81st-St-11236/home/40884271,OneKey® MLS as Distributed by MLS Grid,3502166,N,Y,40.640132,-73.9174204,2732.25221518791,2243.18076548596,1979.85463306671,18.0,18.0,6.0,2.0
88,91,MLS Listing,Multi-Family,619 E 86th St,Brooklyn,NY,11236.0,1299500.0,7.0,4.5,Brooklyn,2340.0,3195.0,1984.0,41.0,555.3418803418804,0.0,Active,https://www.redfin.com/NY/Brooklyn/619-E-86th-St-11236/home/40885126,BNYMLS,479128,N,Y,40.6413096,-73.9118357,2451.65319423018,2001.23130808135,1360.30851619887,18.0,18.0,4.0,2.0
90,93,MLS Listing,Multi-Family,1372 Rockaway Pkwy,Brooklyn,NY,11236.0,1350000.0,0.0,0.0,Brooklyn,3000.0,1700.0,1935.0,136.0,450.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/1372-Rockaway-Pkwy-11236/home/187853809,BNYMLS,477373,N,Y,40.6461422,-73.9037061,1508.61407977398,1614.7914314376,219.841358768086,18.0,18.0,7.0,2.0
91,94,MLS Listing,Multi-Family,1322 E 86th St,Brooklyn,NY,11236.0,779000.0,0.0,3.0,Brooklyn,1820.9035045607297,2000.0,1957.223290965304,310.0,427.80960004133993,0.0,Active,https://www.redfin.com/NY/Brooklyn/1322-E-86th-St-11236/home/40889367,BNYMLS,473198,N,Y,40.6312297,-73.9013406,568.483856412863,3690.89694997818,2263.44108690606,18.0,18.0,1.0,0.0
92,95,MLS Listing,Single Family Residential,1209 E 94th St,Canarsie,NY,11236.0,675000.0,3.0,3.0,Canarsie,1820.9035045607297,2000.0,1920.0,25.0,370.69509631309944,0.0,Active,https://www.redfin.com/NY/Brooklyn/1209-E-94th-St-11236/home/40891672,OneKey® MLS as Distributed by MLS Grid,3527364,N,Y,40.6412507,-73.9017999,1726.38150061299,2330.73314307816,792.7382624746781,18.0,18.0,4.0,6.0
93,96,MLS Listing,Multi-Family,8715 Avenue L,Canarsie,NY,11236.0,840000.0,6.0,3.0,Canarsie,1820.9035045607297,2583.0,1920.0,89.0,461.30945318963484,0.0,Active,https://www.redfin.com/NY/Brooklyn/8715-Avenue-L-11236/home/40887620,OneKey® MLS as Distributed by MLS Grid,3517667,N,Y,40.6343214,-73.9024784,995.9017709634179,3221.29151638649,1810.57484074317,18.0,18.0,3.0,4.0
109,113,MLS Listing,Multi-Family,5325 Clarendon Rd,Brooklyn,NY,11203.0,999000.0,4.0,3.5,Brooklyn,2400.0,1519.0,1931.0,125.0,416.25,0.0,Active,https://www.redfin.com/NY/Brooklyn/5325-Clarendon-Rd-11203/home/187931588,BNYMLS,477591,N,Y,40.6449145,-73.925921,2925.26460412764,2103.43946906629,2564.71973076085,18.0,18.0,7.0,1.0
110,114,MLS Listing,Multi-Family,5402 Beverley Rd,East Flatbush,NY,11203.0,995050.0,6.0,3.5,East Flatbush,1820.9035045607297,2300.0,1930.0,6.0,546.4594897575549,0.0,Active,https://www.redfin.com/NY/Brooklyn/5402-Beverley-Rd-11203/home/40776010,OneKey® MLS as Distributed by MLS Grid,3531030,N,Y,40.6463575,-73.9257637,2716.30210824466,1947.80939030645,2451.47269618322,18.0,18.0,9.0,2.0
111,115,MLS Listing,Multi-Family,4701 Beverley Rd,East Flatbush,NY,11203.0,750000.0,3.0,3.5,East Flatbush,1820.9035045607297,4000.0,1925.0,338.0,411.88344034788827,0.0,Active,https://www.redfin.com/NY/Brooklyn/4701-Beverley-Rd-11203/home/40774931,OneKey® MLS as Distributed by MLS Grid,3465202,N,Y,40.6463635,-73.9325263,2739.445492545,1879.38163049538,1838.67796210718,18.0,18.0,7.0,1.0
113,117,MLS Listing,Multi-Family,5016 Snyder Ave,East Flatbush,NY,11203.0,1149999.0,7.0,3.0,East Flatbush,2960.0,2000.0,1940.0,166.0,388.51317567567565,0.0,Active,https://www.redfin.com/NY/Brooklyn/5016-Snyder-Ave-11203/home/40774294,OneKey® MLS as Distributed by MLS Grid,H6267624,N,Y,40.6499204,-73.9295445,2182.3401591256,1465.8241013763,2233.8902947505,18.0,18.0,6.0,2.0
114,118,MLS Listing,Single Family Residential,536 E 51st St,East Flatbush,NY,11203.0,749999.0,3.0,2.0,East Flatbush,1820.9035045607297,1600.0,1920.0,78.0,411.8828911699678,0.0,Active,https://www.redfin.com/NY/Brooklyn/536-E-51st-St-11203/home/40774216,OneKey® MLS as Distributed by MLS Grid,3519363,N,Y,40.6485435,-73.9292272,2382.34742495518,1668.82896027078,2253.95275536133,18.0,18.0,7.0,2.0
115,119,MLS Listing,Multi-Family,53 E 52nd St,East Flatbush,NY,11203.0,615000.0,4.0,2.0,East Flatbush,1820.9035045607297,2000.0,1925.0,33.0,337.74442108526836,0.0,Active,https://www.redfin.com/NY/Brooklyn/53-E-52nd-St-11203/home/40770865,OneKey® MLS as Distributed by MLS Grid,3525857,N,Y,40.65991,-73.9290501,716.578571108534,529.091259652511,1005.77771597395,18.0,18.0,8.0,6.0
116,120,MLS Listing,Single Family Residential,5112 Snyder Ave,East Flatbush,NY,11203.0,699999.0,3.0,1.5,East Flatbush,1820.9035045607297,2000.0,1920.0,102.0,384.42399514677527,0.0,Active,https://www.redfin.com/NY/Brooklyn/5112-Snyder-Ave-11203/home/40774247,OneKey® MLS as Distributed by MLS Grid,3515550,N,Y,40.6499911,-73.9287489,2168.43539670023,1486.85962593527,2177.3450778558,18.0,18.0,8.0,2.0
117,121,MLS Listing,Single Family Residential,838 Lenox Rd,East Flatbush,NY,11203.0,975000.0,3.0,2.5,East Flatbush,1820.9035045607297,1948.0,1935.0,109.0,535.4484724522547,0.0,Active,https://www.redfin.com/NY/Brooklyn/838-Lenox-Rd-11203/home/40772442,OneKey® MLS as Distributed by MLS Grid,3514079,N,Y,40.6553249,-73.9284733,1385.43368935493,836.9855795933449,1524.98640402473,18.0,18.0,9.0,7.0
118,122,MLS Listing,Multi-Family,470 E 52nd St,East Flatbush,NY,11203.0,855000.0,4.0,3.0,East Flatbush,1820.9035045607297,2000.0,1940.0,3.0,469.54712199659264,0.0,Active,https://www.redfin.com/NY/Brooklyn/470-E-52nd-St-11203/home/40774552,OneKey® MLS as Distributed by MLS Grid,3532059,N,Y,40.6491869,-73.928462,2286.02210412338,1608.29195329239,2250.41114851147,18.0,18.0,8.0,2.0
119,123,MLS Listing,Multi-Family,284 E 53rd St,East Flatbush,NY,11203.0,950000.0,6.0,2.0,East Flatbush,1820.9035045607297,3000.0,1920.0,21.0,521.7190244406585,0.0,Active,https://www.redfin.com/NY/Brooklyn/284-E-53rd-St-11203/home/40773114,OneKey® MLS as Distributed by MLS Grid,3525561,N,Y,40.6529593,-73.9278763,1733.28696744046,1147.7313861267,1790.62507266937,18.0,18.0,13.0,4.0
120,124,MLS Listing,Multi-Family,375 E 53rd St,Brooklyn,NY,11203.0,849000.0,4.0,2.0,Brooklyn,1640.0,2000.0,1960.0,465.0,517.6829268292682,0.0,Active,https://www.redfin.com/NY/Brooklyn/375-E-53rd-St-11203/home/40773770,BNYMLS,469020,N,Y,40.6507273,-73.9270337,2065.14528687778,1474.36634820495,1974.22372791499,18.0,18.0,14.0,2.0
121,125,MLS Listing,Single Family Residential,217 Remsen Ave,Brooklyn,NY,11212.0,750000.0,3.0,2.5,Brooklyn,1989.0,1800.0,1935.0,144.0,377.0739064856712,0.0,Active,https://www.redfin.com/NY/Brooklyn/217-Remsen-Ave-11212/home/40772040,BNYMLS,477133,N,Y,40.6592604,-73.9267735,826.155375999255,777.128398797949,925.2138273432489,18.0,18.0,8.0,7.0
122,126,MLS Listing,Single Family Residential,857 Linden Blvd,East Flatbush,NY,11203.0,599999.0,3.0,1.5,East Flatbush,1820.9035045607297,2000.0,1930.0,31.0,329.50620310039017,0.0,Active,https://www.redfin.com/NY/Brooklyn/857-Linden-Blvd-11203/home/40772889,OneKey® MLS as Distributed by MLS Grid,3526388,N,Y,40.6543579,-73.926192,1545.75699809989,1119.27849496835,1513.25600426884,18.0,18.0,13.0,4.0
123,128,MLS Listing,Single Family Residential,354 E 55th St,Brooklyn,NY,11203.0,745000.0,3.0,3.0,Brooklyn,1404.0,1833.0,1925.0,248.0,530.6267806267806,0.0,Active,https://www.redfin.com/NY/Brooklyn/354-E-55th-St-11203/home/40774786,BNYMLS,474815,N,Y,40.6491942,-73.9255191,2306.33599432466,1684.79256526373,2069.47542411944,18.0,18.0,13.0,2.0
124,129,MLS Listing,Multi-Family,80 E 58th St,East Flatbush,NY,11203.0,789998.0,3.0,2.5,East Flatbush,1820.9035045607297,1568.0,1945.0,202.0,433.8494588106014,0.0,Active,https://www.redfin.com/NY/Brooklyn/80-E-58th-St-11203/home/40773164,OneKey® MLS as Distributed by MLS Grid,3492034,N,Y,40.6534016,-73.9230422,1767.60959904717,1204.17203685021,1398.08914395808,18.0,18.0,14.0,2.0
125,130,MLS Listing,Single Family Residential,51 E 58th St,Brooklyn,NY,11203.0,629900.0,3.0,2.5,East Flatbush,1720.0,1625.0,1945.0,16.0,366.22093023255815,0.0,Active,https://www.redfin.com/NY/Brooklyn/51-E-58th-St-11203/home/40773385,SIBORMLS,2400626,N,Y,40.6540684,-73.9226536,1690.98920016086,1146.69366689836,1292.374975705,18.0,18.0,12.0,2.0
126,131,MLS Listing,Multi-Family,309 E 96th St,East Flatbush,NY,11212.0,979000.0,8.0,3.0,East Flatbush,2860.0,1999.0,1950.0,44.0,342.3076923076923,0.0,Active,https://www.redfin.com/NY/Brooklyn/309-E-96th-St-11212/home/40772108,OneKey® MLS as Distributed by MLS Grid,H6282167,N,Y,40.6597134,-73.9195979,1027.22793733846,1062.5884981511,444.68844003461,18.0,18.0,8.0,2.0
127,133,MLS Listing,Multi-Family,32 E 55th St,East Flatbush,NY,11203.0,1299999.0,6.0,3.0,East Flatbush,1820.9035045607297,2200.0,1945.0,146.0,713.9307474250859,0.0,Active,https://www.redfin.com/NY/Brooklyn/32-E-55th-St-11203/home/40771186,OneKey® MLS as Distributed by MLS Grid,3506635,N,Y,40.6575904,-73.9264561,1073.35718026104,853.921723680647,1130.0598417857,18.0,18.0,9.0,7.0
129,135,MLS Listing,Multi-Family,49 E 56th St,East Flatbush,NY,11203.0,1150000.0,5.0,3.5,East Flatbush,1820.9035045607297,2448.0,1950.0,55.0,631.5546085334287,0.0,Active,https://www.redfin.com/NY/Brooklyn/49-E-56th-St-11203/home/40772308,OneKey® MLS as Distributed by MLS Grid,3522412,N,Y,40.6561056,-73.9247367,1331.71089176975,1113.12656877585,1221.53325953301,18.0,18.0,11.0,5.0
131,137,MLS Listing,Multi-Family,479 E 95th St,Brownsville,NY,11212.0,1299000.0,8.0,4.0,Brownsville,1820.9035045607297,3510.0,1930.0,516.0,713.3821186825425,0.0,Active,https://www.redfin.com/NY/Brooklyn/479-E-95th-St-11212/home/40773412,OneKey® MLS as Distributed by MLS Grid,3431794,N,Y,40.6559395,-73.9168533,1263.64009280592,515.036326536358,811.183342020711,18.0,18.0,15.0,2.0
132,138,MLS Listing,Multi-Family,5304 Church Ave,East Flatbush,NY,11203.0,1275000.0,3.0,3.5,East Flatbush,2640.0,1643.0,1931.0,221.0,482.95454545454544,0.0,Active,https://www.redfin.com/NY/Brooklyn/5304-Church-Ave-11203/home/170215405,OneKey® MLS as Distributed by MLS Grid,3490952,N,Y,40.6521497,-73.9272455,1855.3209029379,1285.40122662524,1827.82268125926,18.0,18.0,14.0,3.0
133,139,MLS Listing,Multi-Family,663 E 91st St,Canarsie,NY,11236.0,1250000.0,8.0,4.0,Canarsie,1820.9035045607297,2800.0,1920.0,6.0,686.4724005798138,0.0,Active,https://www.redfin.com/NY/Brooklyn/663-E-91st-St-11236/home/40775616,OneKey® MLS as Distributed by MLS Grid,3531309,N,Y,40.6509562,-73.9162566,1933.39882427876,724.3973939925261,1540.28922408196,18.0,18.0,15.0,1.0
135,141,MLS Listing,Multi-Family,733 E 93rd St,Canarsie,NY,11236.0,1500000.0,6.0,3.0,Canarsie,1820.9035045607297,2500.0,1930.0,160.0,823.7668806957765,0.0,Active,https://www.redfin.com/NY/Brooklyn/733-E-93rd-St-11236/home/40889465,OneKey® MLS as Distributed by MLS Grid,3503883,N,Y,40.6503094,-73.9130071,1973.15201114479,682.948974670064,1352.85266380705,18.0,18.0,14.0,0.0
138,144,MLS Listing,Single Family Residential,83 E 37th St,East Flatbush,NY,11203.0,720000.0,4.0,2.0,East Flatbush,1820.9035045607297,1975.0,1920.0,80.0,395.4081027339727,0.0,Active,https://www.redfin.com/NY/Brooklyn/83-E-37th-St-11203/home/40778328,OneKey® MLS as Distributed by MLS Grid,3518941,N,Y,40.6554175,-73.9430429,2028.06844130561,213.972064341585,817.058328193524,18.0,18.0,14.0,11.0
139,145,MLS Listing,Single Family Residential,87 E 38th St,East Flatbush,NY,11203.0,750000.0,2.0,2.0,East Flatbush,2242.0,2242.0,1945.0,118.0,334.52274754683316,0.0,Active,https://www.redfin.com/NY/Brooklyn/87-E-38th-St-11203/home/40778353,OneKey® MLS as Distributed by MLS Grid,3509839,N,Y,40.655377,-73.9420785,2026.50317967327,318.363502459006,923.236296461059,18.0,18.0,14.0,8.0
140,147,MLS Listing,Multi-Family,153 E 39th St,East Flatbush,NY,11203.0,1180000.0,5.0,3.0,East Flatbush,1820.9035045607297,2000.0,1925.0,6.0,648.0299461473442,0.0,Active,https://www.redfin.com/NY/Brooklyn/153-E-39th-St-11203/home/40778850,OneKey® MLS as Distributed by MLS Grid,3531301,N,Y,40.6537159,-73.9409993,2139.8141280474,478.47829183534,1043.56841120259,18.0,18.0,12.0,5.0
141,149,MLS Listing,Multi-Family,297 E 40th St,East Flatbush,NY,11203.0,998000.0,4.0,2.5,East Flatbush,1400.0,4513.0,1915.0,12.0,712.8571428571429,0.0,Active,https://www.redfin.com/NY/Brooklyn/297-E-40th-St-11203/home/40779819,OneKey® MLS as Distributed by MLS Grid,3496242,N,Y,40.6499313,-73.9396675,2510.75490181275,953.4039556507711,1110.98050714007,18.0,18.0,4.0,4.0
142,150,MLS Listing,Multi-Family,589 Lenox Rd,East Flatbush,NY,11203.0,799000.0,6.0,3.0,East Flatbush,1820.9035045607297,1800.0,1950.0,1.0,438.79315845061694,0.0,Active,https://www.redfin.com/NY/Brooklyn/589-Lenox-Rd-11203/home/40778183,OneKey® MLS as Distributed by MLS Grid,3532327,N,Y,40.6550608,-73.9386342,1820.2703967123,698.573908852325,1308.4990065902,18.0,18.0,12.0,6.0
143,151,MLS Listing,Multi-Family,221 E 42 St,East Flatbush,NY,11203.0,750000.0,4.0,2.0,East Flatbush,2000.0,2000.0,1915.0,281.0,375.0,0.0,Active,https://www.redfin.com/NY/Brooklyn/221-E-42nd-St-11203/home/28673460,OneKey® MLS as Distributed by MLS Grid,3475864,N,Y,40.6503913,-73.9377387,2350.65324472527,1052.83065032537,1319.27665987955,18.0,18.0,7.0,5.0
144,152,MLS Listing,Multi-Family,90 E 43rd St,East Flatbush,NY,11203.0,950000.0,5.0,3.0,East Flatbush,2432.0,2583.0,1925.0,20.0,390.625,0.0,Active,https://www.redfin.com/NY/Brooklyn/90-E-43rd-St-11203/home/40778740,OneKey® MLS as Distributed by MLS Grid,3528324,N,Y,40.6538408,-73.9376818,1905.16723928993,824.553360523532,1395.10199246809,18.0,18.0,9.0,6.0
145,153,MLS Listing,Single Family Residential,4211 Snyder Ave,East Flatbush,NY,11203.0,575000.0,3.0,1.0,East Flatbush,1820.9035045607297,2000.0,1925.0,10.0,315.77730426671434,0.0,Active,https://www.redfin.com/NY/Brooklyn/4211-Snyder-Ave-11203/home/40780224,OneKey® MLS as Distributed by MLS Grid,3530637,N,Y,40.6498755,-73.9375091,2408.09413984801,1122.29315995119,1350.65044850074,18.0,18.0,5.0,1.0
146,154,MLS Listing,Multi-Family,73 E 43rd St,East Flatbush,NY,11203.0,999999.0,5.0,3.0,East Flatbush,1820.9035045607297,1942.0,1955.0,192.0,549.1773712859306,0.0,Active,https://www.redfin.com/NY/Brooklyn/73-E-43rd-St-11203/home/40778542,OneKey® MLS as Distributed by MLS Grid,3497189,N,Y,40.6542558,-73.9371876,1824.31829614061,844.3778436740249,1467.06692843756,18.0,18.0,9.0,7.0
147,155,MLS Listing,Single Family Residential,625 Lenox Rd,Brooklyn,NY,11203.0,689000.0,2.0,1.0,Brooklyn,1505.0,2440.0,1940.0,18.0,457.80730897009965,0.0,Active,https://www.redfin.com/NY/Brooklyn/625-Lenox-Rd-11203/home/40778228,BNYMLS,479607,N,Y,40.6551544,-73.9371187,1709.60265653987,725.274717012765,1472.69148030783,18.0,18.0,9.0,6.0
149,157,MLS Listing,Single Family Residential,4412 Snyder Ave,Brooklyn,NY,11203.0,675000.0,3.0,1.0,Brooklyn,1482.0,2000.0,1920.0,195.0,455.4655870445344,0.0,Active,https://www.redfin.com/NY/Brooklyn/4412-Snyder-Ave-11203/home/40780606,BNYMLS,476051,N,Y,40.64953,-73.935507,2371.45135088704,1325.24248315897,1577.84752098853,18.0,18.0,3.0,1.0
150,158,MLS Listing,Multi-Family,718 Clarkson Ave Unit 2nd,East Flatbush,NY,11203.0,1200000.0,6.0,4.0,East Flatbush,1820.9035045607297,1728.0,2005.0,4.0,659.0135045566212,0.0,Active,https://www.redfin.com/NY/Brooklyn/718-Clarkson-Ave-11203/unit-2ND/home/40645591,OneKey® MLS as Distributed by MLS Grid,3531974,N,Y,40.6561718,-73.9353047,1475.0873098517,502.337574778644,1659.63372277037,18.0,18.0,11.0,9.0
151,159,MLS Listing,Multi-Family,655 Linden Blvd,East Flatbush,NY,11203.0,1030000.0,8.0,3.0,East Flatbush,1820.9035045607297,3000.0,1920.0,237.0,565.6532580777665,0.0,Active,https://www.redfin.com/NY/Brooklyn/655-Linden-Blvd-11203/home/40778581,OneKey® MLS as Distributed by MLS Grid,3483011,N,Y,40.6538295,-73.9342599,1731.98007692057,817.337889381256,1760.2846805119,18.0,18.0,8.0,7.0
153,161,MLS Listing,Multi-Family,791 Schenectady Ave,Brooklyn,NY,11203.0,869000.0,4.0,3.0,Brooklyn,1888.0,2000.0,1925.0,216.0,460.27542372881356,0.0,Active,https://www.redfin.com/NY/Brooklyn/791-Schenectady-Ave-11203/home/40772183,BNYMLS,475514,N,Y,40.6540727,-73.9333713,1663.79254560654,780.853788883,1864.99907211438,18.0,18.0,8.0,5.0
154,162,MLS Listing,Single Family Residential,976 Schenectady Ave,Brooklyn,NY,11203.0,580880.0,4.0,1.5,Brooklyn,1504.0,2000.0,1920.0,151.0,386.22340425531917,0.0,Active,https://www.redfin.com/NY/Brooklyn/976-Schenectady-Ave-11203/home/40780686,OneKey® MLS as Distributed by MLS Grid,H6269497,N,Y,40.6492194,-73.933307,2346.05170408557,1492.63394306881,1826.54657302873,18.0,18.0,4.0,1.0
155,163,MLS Listing,Single Family Residential,968 Schenectady Ave,East Flatbush,NY,11203.0,589000.0,3.0,1.5,East Flatbush,1820.9035045607297,2000.0,1920.0,118.0,323.46579515320826,0.0,Active,https://www.redfin.com/NY/Brooklyn/968-Schenectady-Ave-11203/home/40780689,OneKey® MLS as Distributed by MLS Grid,3512275,N,Y,40.6494096,-73.9332856,2318.35824549731,1464.82575722495,1825.48329197731,18.0,18.0,4.0,1.0
156,164,MLS Listing,Single Family Residential,4624 Snyder Ave,Brooklyn,NY,11203.0,690000.0,3.0,1.0,Brooklyn,1260.0,938.0,1920.0,186.0,547.6190476190476,0.0,Active,https://www.redfin.com/NY/Brooklyn/4624-Snyder-Ave-11203/home/40780693,BNYMLS,476252,N,Y,40.6497566,-73.9332772,2268.66252918185,1413.98097405608,1821.25181594334,18.0,18.0,4.0,1.0
157,165,MLS Listing,Single Family Residential,3316 Farragut Rd,East Flatbush,NY,11203.0,999000.0,3.0,1.5,East Flatbush,1404.0,2000.0,1920.0,3.0,711.5384615384615,0.0,Active,https://www.redfin.com/NY/East-Flatbush/3316-Farragut-RD-11203/home/189755951,OneKey® MLS as Distributed by MLS Grid,3531864,N,Y,40.6515882,-73.9330429,2001.81482400846,1146.97309827036,1843.59020428424,18.0,18.0,5.0,2.0
159,167,MLS Listing,Multi-Family,746 Lenox Rd,East Flatbush,NY,11203.0,749000.0,3.0,2.0,East Flatbush,1820.9035045607297,2250.0,1940.0,69.0,411.3342624274244,0.0,Active,https://www.redfin.com/NY/Brooklyn/746-Lenox-Rd-11203/home/40772194,OneKey® MLS as Distributed by MLS Grid,3520685,N,Y,40.6550187,-73.9322278,1492.60202343681,662.986245947498,1780.93340522665,18.0,18.0,8.0,6.0
